,Defender,value_added_total,shot_worth_total,PTS_total,Shot_defenses,value_added_per_shot,shot_worth_per_shot,PTS_per_shot_allowed,SHOT_RESULT,probs,mean_pps,SHOT_DIST,SHOT_CLOCK,CLOSE_DEF_DIST,TOUCH_TIME,DRIBBLES
477,"Williams, Marvin",-85.73001163,654.8980017,618,659,-0.130091065,0.99377542,0.937784522,0.430955994,0.450754881,0.994268579,13.31911988,12.66635976,4.297723824,2.408194234,1.528072838
10,"Allen, Tony",-83.98987025,461.8367769,404,465,-0.180623377,0.99319737,0.868817204,0.376344086,0.43154967,0.994268579,16.02989247,12.11948309,4.202795699,2.739569892,2.049462366
36,"Batum, Nicolas",-83.20636744,753.7152761,713,736,-0.11305213,1.024069669,0.96875,0.434782609,0.454872718,0.994268579,14.55230978,13.25953939,4.080434783,2.741847826,1.97826087
384,"Roberson, Andre",-81.14258674,470.6261398,412,462,-0.175633305,1.018671298,0.891774892,0.398268398,0.453652604,0.994268579,14.33939394,12.66597909,4.141991342,2.448917749,1.805194805
284,"Lopez, Robin",-79.84596718,775.01849,739,777,-0.102761863,0.997449794,0.951093951,0.462033462,0.484756153,0.994268579,9.012741313,12.50588774,3.662290862,2.749034749,1.638352638
342,"Noel, Nerlens",-79.27192469,957.0374766,934,929,-0.085330382,1.030180276,1.005382131,0.476856835,0.488905062,0.994268579,9.784068891,12.41203153,3.944025834,2.742949408,1.959095802
239,"Jerebko, Jonas",-77.90802165,482.7839599,438,487,-0.159975404,0.991342833,0.899383984,0.416837782,0.453195022,0.994268579,13.26098563,11.81473777,4.212525667,2.313963039,1.628336756
37,"Bayless, Jerryd",-76.89894218,525.4992278,480,523,-0.147034306,1.004778638,0.917782027,0.397705545,0.43248841,0.994268579,15.93269598,11.98353865,3.901720841,2.797323136,2.330783939
331,"Motiejunas, Donatas",-76.17652696,847.1460269,817,833,-0.091448412,1.016982025,0.980792317,0.460984394,0.475562215,0.994268579,11.34717887,12.30225063,4.182833133,2.812004802,1.972388956
314,"Miles, CJ",-75.15444406,524.699958,483,524,-0.143424512,1.001335798,0.921755725,0.396946565,0.425888824,0.994268579,17.14293893,12.96587975,4.494656489,2.332633588,1.58778626
363,"Perkins, Kendrick",-74.95633106,477.4689721,431,478,-0.156812408,0.998889063,0.90167364,0.433054393,0.477290036,0.994268579,10.31506276,12.23166026,3.933682008,2.948953975,2.058577406
427,"Sullinger, Jared",-74.55999027,611.6073065,577,610,-0.122229492,1.002634929,0.945901639,0.454098361,0.477785043,0.994268579,10.70131148,12.25218623,3.959672131,2.756885246,2.086885246
251,"Jones, Terrence",-74.33726159,430.4426762,383,429,-0.17328033,1.003362882,0.892773893,0.414918415,0.45774426,0.994268579,11.68181818,12.18203364,4.083216783,2.964568765,2.095571096
364,"Pierce, Paul",-74.01320065,645.9721214,609,645,-0.114749148,1.001507165,0.944186047,0.407751938,0.432162695,0.994268579,16.05891473,12.51283693,4.387751938,2.677054264,2.037209302
283,"Lopez, Brook",-73.86755944,957.2551506,936,968,-0.076309462,0.988899949,0.966942149,0.469008264,0.476202826,0.994268579,9.952479339,12.09335194,3.85,2.623243802,1.686983471
187,"Green, Jeff",-73.66442167,831.4755141,805,805,-0.091508598,1.032888837,1,0.437267081,0.452339808,0.994268579,15.4284472,12.20145621,4.589565217,2.458385093,1.731677019
321,"Millsap, Paul",-73.51840312,1081.416289,1073,1019,-0.072147599,1.061252492,1.052993131,0.477919529,0.481741076,0.994268579,11.95819431,12.7784415,4.012561335,2.290677134,1.389597645
456,"Wade, Dwyane",-73.46922346,465.6011873,424,451,-0.162902934,1.032375138,0.940133038,0.401330377,0.438598379,0.994268579,16.12838137,11.85772977,4.388026608,2.084035477,1.172949002
350,"Olynyk, Kelly",-73.11268386,658.810536,632,652,-0.112136018,1.010445607,0.969325153,0.455521472,0.473095009,0.994268579,11.50628834,12.06109448,3.922699387,2.560122699,1.803680982
198,"Harris, Devin",-71.06704677,504.2093915,465,507,-0.14017169,0.994495841,0.917159763,0.398422091,0.427519468,0.994268579,16.34773176,12.31834976,4.288954635,2.883037475,2.32938856
300,"Mbah a Moute, Luc",-70.43641647,686.5989332,656,699,-0.100767406,0.982258846,0.938483548,0.430615165,0.448586279,0.994268579,12.77725322,12.34496217,3.955937053,2.565236052,1.708154506
292,"Marion, Shawn",-69.98035502,339.0034436,290,330,-0.212061682,1.027283162,0.878787879,0.384848485,0.446337767,0.994268579,15.69242424,12.38358285,4.789090909,2.469090909,1.766666667
322,"Mirotic, Nikola",-69.09215151,623.3830949,599,631,-0.109496278,0.987928835,0.949286846,0.440570523,0.455658479,0.994268579,12.32329635,12.12111891,3.986212361,3.03296355,2.3977813
182,"Green, Danny",-68.34209162,819.7413928,799,826,-0.08273861,0.992422994,0.967312349,0.428571429,0.443037305,0.994268579,14.23946731,13.10319547,3.866949153,2.602421308,2.054479419
469,"Whiteside, Hassan",-68.2395593,434.3483173,401,419,-0.16286291,1.036630829,0.957040573,0.470167064,0.509328283,0.994268579,7.402625298,12.92146767,3.394749403,2.649880668,1.937947494
368,"Porter, Otto",-67.84828575,412.3431616,377,420,-0.161543537,0.981769432,0.897619048,0.392857143,0.424781313,0.994268579,15.79880952,11.83994594,4.347857143,2.488571429,1.847619048
86,"Chalmers, Mario",-67.71120563,635.4539566,604,637,-0.106297026,0.99757293,0.948194662,0.411302983,0.429866618,0.994268579,16.47708006,12.1845639,4.416640502,2.665620094,2.023547881
278,"Leonard, Meyers",-67.31352498,411.9041225,371,408,-0.16498413,1.009568928,0.909313725,0.424019608,0.46474161,0.994268579,12.2,12.97715642,4.161519608,2.608578431,1.74754902
276,"Len, Alex",-66.9771029,712.1425622,690,725,-0.092382211,0.982265603,0.951724138,0.463448276,0.480437268,0.994268579,8.209103448,12.57412575,3.403862069,2.943310345,1.99862069
441,"Thompson, Tristan",-66.47181337,899.9942949,888,895,-0.074270183,1.005580218,0.992178771,0.469273743,0.472154575,0.994268579,10.95340782,11.84180834,3.87877095,2.891173184,2.117318436
32,"Barnes, Matt",-66.32605099,831.6632169,816,816,-0.081281925,1.019195119,1,0.427696078,0.433778393,0.994268579,16.1817402,11.9820862,4.498284314,2.344852941,1.509803922
