,Defender,value_added_total,shot_worth_total,PTS_total,Shot_defenses,value_added_per_shot,shot_worth_per_shot,PTS_per_shot_allowed,SHOT_RESULT,probs,mean_pps,SHOT_DIST,SHOT_CLOCK,CLOSE_DEF_DIST,TOUCH_TIME,DRIBBLES
58,"Bradley, Avery",-36.52153278,658.5071894,656,648,-0.05636039,1.016214798,1.012345679,0.442901235,0.440436113,0.994268579,16.35740741,12.55266363,4.116820988,2.574228395,2.114197531
353,"Papanikolaou, Kostas",-36.47607051,305.0060497,288,302,-0.12078169,1.009953807,0.953642384,0.447019868,0.465719199,0.994268579,11.77019868,13.07479267,3.484768212,2.883443709,2.175496689
242,"Johnson, Chris",-36.29585917,173.4741352,148,170,-0.213505054,1.02043609,0.870588235,0.370588235,0.440168852,0.994268579,15.42352941,12.15377159,4.368823529,2.305882353,1.782352941
324,"Monroe, Greg",-35.98870122,844.1243202,854,843,-0.042691223,1.001333713,1.013048636,0.485172005,0.476051801,0.994268579,10.86061684,11.96397219,3.956939502,2.377105575,1.505338078
117,"Davis, Glen",-35.98507153,331.556731,323,337,-0.106780628,0.983847866,0.958456973,0.456973294,0.465861941,0.994268579,10.89851632,11.77415403,3.610385757,2.152225519,1.332344214
254,"Joseph, Cory",-35.75126482,487.885054,481,521,-0.06862047,0.936439643,0.923224568,0.418426104,0.417460038,0.994268579,15.09673704,12.23235046,3.466602687,3.602303263,3.276391555
374,"Prince, Tayshaun",-35.58466412,414.0300614,407,419,-0.084927599,0.988138571,0.971360382,0.439140811,0.446463318,0.994268579,13.85656325,11.56126427,3.875656325,2.91097852,2.269689737
127,"Dorsey, Joey",-35.49561071,384.8950033,370,390,-0.091014386,0.986910265,0.948717949,0.451282051,0.470586989,0.994268579,10.56615385,12.22226241,3.757179487,2.841794872,1.838461538
425,"Stoudemire, Amar'e",-35.39897893,474.6501376,464,476,-0.074367603,0.997164155,0.974789916,0.468487395,0.47980479,0.994268579,9.534243697,12.2855483,3.710294118,2.32710084,1.447478992
41,"Beasley, Michael",-35.30800366,202.8550623,182,196,-0.180142876,1.034974808,0.928571429,0.428571429,0.464498545,0.994268579,12.9244898,12.31756986,4.057653061,2.425510204,1.566326531
435,"Thomas, Lance",-35.29711716,311.8497621,299,302,-0.116877871,1.032615106,0.990066225,0.437086093,0.456486099,0.994268579,14.71192053,13.05822803,4.416225166,2.179470199,1.413907285
235,"Jefferson, Cory",-35.10092313,214.4638729,198,211,-0.166355086,1.016416459,0.938388626,0.421800948,0.461385069,0.994268579,12.42890995,12.08030186,4.327014218,2.463033175,1.582938389
138,"Durant, Kevin",-34.7702173,249.1351148,230,240,-0.144875905,1.038062979,0.958333333,0.4,0.437989965,0.994268579,15.98166667,12.04622898,4.992916667,2.248333333,1.4375
398,"Sanders, Larry",-34.30011269,264.5838373,246,257,-0.133463473,1.029509095,0.957198444,0.463035019,0.498096117,0.994268579,9.427626459,13.00676517,3.677821012,2.325680934,1.392996109
214,"Hill, Solomon",-34.1731453,774.8893183,787,795,-0.042985088,0.974703545,0.989937107,0.437735849,0.4314246,0.994268579,15.36402516,12.8603012,3.873962264,2.810943396,2.147169811
228,"Ingles, Joe",-34.10072223,439.3602829,437,440,-0.077501641,0.998546098,0.993181818,0.429545455,0.433613698,0.994268579,15.91795455,12.54462182,4.379545455,2.494545455,1.818181818
385,"Roberts, Brian",-33.71416279,413.1696199,400,436,-0.077326061,0.947636743,0.917431193,0.401376147,0.415173698,0.994268579,16.10848624,11.98780353,4.12293578,3.688990826,3.245412844
97,"Collison, Nick",-33.33895503,456.5622257,457,455,-0.073272429,1.003433463,1.004395604,0.468131868,0.460300391,0.994268579,12.47604396,12.35765627,4.322417582,2.382637363,1.430769231
378,"Randolph, Zach",-33.26230675,822.3875912,842,814,-0.040862785,1.010304166,1.034398034,0.484029484,0.469756028,0.994268579,12.17088452,12.31909954,4.008476658,2.336486486,1.525798526
73,"Butler, Rasual",-32.86716053,549.7401079,553,556,-0.059113598,0.988741201,0.994604317,0.440647482,0.435022519,0.994268579,15.47607914,12.84101772,4.173381295,2.829676259,2.194244604
11,"Aminu, Al-Farouq",-32.69336128,523.2166238,525,521,-0.062751173,1.004254556,1.007677543,0.441458733,0.442702784,0.994268579,14.3925144,12.20549359,4.192514395,2.342034549,1.518234165
103,"Covington, Robert",-32.64153787,616.0939381,618,587,-0.05560739,1.049563779,1.052810903,0.454855196,0.455660401,0.994268579,14.68926746,13.08932041,4.727086882,2.061158433,1.398637138
19,"Anthony, Joel",-32.55772561,211.3489135,196,211,-0.154302017,1.001653619,0.928909953,0.44549763,0.481718443,0.994268579,9.295734597,12.08121386,3.737914692,2.757345972,2.037914692
227,"Ilyasova, Ersan",-32.23526796,488.9900799,485,459,-0.070229342,1.065337865,1.05664488,0.474945534,0.488384462,0.994268579,11.76252723,12.41477085,4.237690632,2.345533769,1.566448802
387,"Robinson, Nate",-32.01836358,157.4450337,135,166,-0.192881708,0.948464058,0.813253012,0.337349398,0.399511227,0.994268579,17.61746988,11.12885487,3.961445783,2.980120482,2.295180723
348,"O'Quinn, Kyle",-31.97220917,313.4281777,301,315,-0.101499077,0.995010088,0.955555556,0.453968254,0.47207227,0.994268579,10.80634921,12.75882082,4.001904762,2.758730159,1.844444444
430,"Teletovic, Mirza",-31.57009738,337.9751019,332,337,-0.093679814,1.002893477,0.985163205,0.456973294,0.465898513,0.994268579,12.04391691,12.39225492,3.946587537,2.627893175,1.78041543
408,"Singler, Kyle",-31.54056989,677.110384,686,669,-0.047145844,1.012123145,1.025411061,0.454409567,0.446965485,0.994268579,14.14947683,12.82703268,4.010313901,2.271599402,1.455904335
339,Nene,-31.44688993,574.6768132,575,584,-0.053847414,0.984035639,0.984589041,0.460616438,0.455760114,0.994268579,12.8619863,11.55901055,4.22380137,2.975856164,2.145547945
359,"Paul, Chris",-31.10330848,752.7794585,760,762,-0.04081799,0.987899552,0.997375328,0.422572178,0.421205544,0.994268579,16.99396325,12.36806389,4.451181102,2.830708661,2.261154856
388,"Robinson, Thomas",-30.8971318,279.5228343,268,277,-0.111541992,1.009107705,0.967509025,0.451263538,0.468436367,0.994268579,11.69819495,12.91005366,4.213718412,3.401083032,2.750902527
246,"Johnson, Tyler",-30.32118936,221.7485975,206,226,-0.134164555,0.981188485,0.911504425,0.398230088,0.423205736,0.994268579,15.87699115,12.45721717,3.955752212,3.25840708,2.787610619
105,"Crawford, Jamal",-30.28317801,378.7904945,377,370,-0.081846427,1.023758093,1.018918919,0.42972973,0.427125339,0.994268579,18.06810811,12.1952055,5.158648649,2.256756757,1.662162162
175,"Gordon, Aaron",-29.52635358,273.6764915,261,275,-0.107368558,0.995187242,0.949090909,0.414545455,0.437641109,0.994268579,14.51054545,12.08104504,4.124727273,2.659272727,1.858181818
402,"Sefolosha, Thabo",-29.37155991,288.0369105,274,298,-0.098562282,0.966566814,0.919463087,0.375838926,0.40372318,0.994268579,17.79127517,11.29804008,4.420469799,2.459731544,1.704697987
122,"Dellavedova, Matthew",-29.34839299,471.7314721,476,493,-0.059530209,0.95685897,0.965517241,0.427991886,0.41442792,0.994268579,16.42373225,12.50480163,4.255172414,3.585192698,3.219066937
231,"Jackson, Reggie",-29.29159903,790.4402779,806,777,-0.037698326,1.017297655,1.037323037,0.45045045,0.439587434,0.994268579,15.6960103,12.48811738,4.441827542,3.002059202,2.382239382
125,"Dieng, Gorgui",-29.27048324,966.8770623,1000,924,-0.031678012,1.046403747,1.082251082,0.523809524,0.504118922,0.994268579,8.978679654,12.77177869,3.742099567,2.583333333,1.747835498
390,"Rose, Derrick",-29.22378548,482.3374485,482,515,-0.056745215,0.93657757,0.93592233,0.427184466,0.423142229,0.994268579,14.53941748,13.36477599,3.779029126,3.870097087,3.52815534
333,"Muhammad, Shabazz",-28.92200222,276.7670659,263,267,-0.108322106,1.036580771,0.985018727,0.423220974,0.444104056,0.994268579,16.60149813,12.76269156,4.647940075,2.370786517,1.711610487
44,"Beverley, Patrick",-28.65707019,517.1617328,514,515,-0.055644796,1.00419754,0.998058252,0.448543689,0.445820784,0.994268579,14.95941748,13.56412332,4.27223301,2.79961165,2.141747573
379,"Redick, JJ",-27.85174421,732.4394753,747,758,-0.036743726,0.966278991,0.985488127,0.432717678,0.424438779,0.994268579,15.80817942,12.11839205,4.147229551,2.529683377,1.705804749
164,"Garnett, Kevin",-27.70311533,273.146173,265,263,-0.105335039,1.038578604,1.007604563,0.482889734,0.492885145,0.994268579,10.68098859,12.67316034,4.253612167,2.409505703,1.536121673
57,"Bosh, Chris",-27.54043602,568.0996007,572,563,-0.048917293,1.009057905,1.01598579,0.470692718,0.469823069,0.994268579,12.05435169,12.00041492,4.077087034,2.362877442,1.454706927
275,"Lee, David",-27.38368551,379.9873886,379,376,-0.072828951,1.010604757,1.007978723,0.470744681,0.473567412,0.994268579,11.30478723,12.39636596,3.882712766,2.888031915,2.111702128
104,"Crabbe, Allen",-27.23559597,189.9818162,178,202,-0.134829683,0.940504041,0.881188119,0.410891089,0.418404771,0.994268579,15.23316832,11.83385469,3.707920792,2.794059406,2.133663366
460,"Wall, John",-27.0221242,762.4985137,780,792,-0.034118844,0.962750649,0.984848485,0.430555556,0.419387205,0.994268579,16.59873737,12.47069535,4.323737374,3.616540404,3.184343434
236,"Jefferson, Richard",-26.71029888,445.6058101,445,436,-0.061262153,1.022031674,1.020642202,0.451834862,0.452102779,0.994268579,14.38623853,12.61209232,4.283944954,2.436926606,1.743119266
455,"Vucevic, Nikola",-26.21737894,1008.330008,1047,1024,-0.025602909,0.984697273,1.022460938,0.491210938,0.471667741,0.994268579,10.25683594,11.73370205,4.025976562,2.71328125,1.719726563
216,"Holiday, Jrue",-25.98192372,443.9500349,441,439,-0.059184336,1.011275706,1.004555809,0.428246014,0.425797105,0.994268579,16.57767654,12.39331937,4.498861048,2.937585421,2.362186788
95,"Cole, Norris",-25.69603259,425.7296541,421,441,-0.058267648,0.965373365,0.954648526,0.414965986,0.418964045,0.994268579,16.30612245,12.59947212,4.092290249,3.906575964,3.507936508
59,"Brand, Elton",-25.13229466,173.226141,161,178,-0.141192667,0.973180568,0.904494382,0.443820225,0.472352942,0.994268579,8.42247191,12.86679724,3.585955056,2.474719101,1.730337079
35,"Bass, Brandon",-24.42744412,676.4199724,694,691,-0.03535086,0.978900105,1.004341534,0.461649783,0.449697894,0.994268579,13.27843705,11.83903365,4.140376266,2.704341534,2.240231548
223,"Hummel, Robbie",-24.16062236,308.9710322,303,305,-0.079215155,1.013019778,0.993442623,0.455737705,0.458255061,0.994268579,13.02032787,12.51029065,3.979016393,2.500983607,1.698360656
335,"Muscala, Mike",-24.04703449,204.4638198,196,200,-0.120235172,1.022319099,0.98,0.46,0.476635511,0.994268579,10.9225,12.09697477,4.0245,2.3805,1.56
146,"Evans, Tyreke",-23.70886224,825.8774749,854,828,-0.028633892,0.997436564,1.031400966,0.45531401,0.436871552,0.994268579,14.90096618,12.83509923,4.25205314,2.548188406,1.972222222
39,"Bazemore, Kent",-23.68939475,470.6744748,479,463,-0.051164999,1.01657554,1.034557235,0.436285097,0.433307861,0.994268579,16.29524838,12.79753156,4.43174946,2.432181425,1.794816415
100,"Copeland, Chris",-23.466546,246.9811779,238,242,-0.096969198,1.02058338,0.983471074,0.438016529,0.450664357,0.994268579,14.51446281,12.901125,4.661983471,2.416115702,1.599173554
259,"Kidd-Gilchrist, Michael",-23.11237645,484.9190608,491,497,-0.046503776,0.975692275,0.987927565,0.436619718,0.433692621,0.994268579,14.38128773,12.2344842,3.960160966,2.5861167,1.730382294
446,"Turkoglu, Hedo",-22.80301498,240.5651888,233,233,-0.097867017,1.032468621,1,0.429184549,0.446780536,0.994268579,14.96437768,12.23923249,4.384549356,2.451072961,1.785407725
68,"Bullock, Reggie",-22.65423621,104.7778637,89,110,-0.205947602,0.952526034,0.809090909,0.354545455,0.415509878,0.994268579,15.05363636,11.67268141,4.02,2.275454545,1.618181818
442,"Thornton, Marcus",-22.38658881,174.3545821,163,170,-0.131685817,1.025615189,0.958823529,0.423529412,0.452616233,0.994268579,15.88647059,13.07613937,4.688235294,2.067058824,1.352941176
345,"Nowitzki, Dirk",-22.15112228,917.4093921,952,872,-0.025402663,1.052074991,1.091743119,0.495412844,0.481764039,0.994268579,12.2478211,12.84254969,4.840481651,2.360091743,1.508027523
357,"Parsons, Chandler",-21.69620637,581.7656931,596,576,-0.037667025,1.010009884,1.034722222,0.446180556,0.435093804,0.994268579,15.70399306,12.27691988,4.779861111,2.528125,1.826388889
232,"James, Bernard",-21.65339404,60.25464086,43,62,-0.349248291,0.971849046,0.693548387,0.322580645,0.440283935,0.994268579,11.92419355,12.03221738,4.222580645,2.869354839,2.161290323
148,"Ezeli, Festus",-21.63771491,237.1040372,230,247,-0.087602085,0.959935373,0.931174089,0.457489879,0.473300025,0.994268579,8.477732794,12.35057665,3.536437247,3.119433198,2.109311741
245,"Johnson, Nick",-21.59548416,88.95554964,73,88,-0.245403229,1.010858519,0.829545455,0.375,0.453379123,0.994268579,13.56818182,12.65504197,4.247727273,2.828409091,2.102272727
52,"Bogdanovic, Bojan",-21.52769566,602.3577037,618,592,-0.036364351,1.017496121,1.043918919,0.451013514,0.437673959,0.994268579,15.96266892,12.04925188,4.110472973,2.554391892,1.875
458,"Walker, Henry",-21.25904874,239.977308,234,230,-0.092430647,1.0433796,1.017391304,0.460869565,0.461074882,0.994268579,13.79565217,12.5418962,4.200434783,2.283043478,1.408695652
140,"Ellington, Wayne",-20.91749236,484.7220538,492,492,-0.042515228,0.985207426,1,0.418699187,0.412991727,0.994268579,17.76199187,12.20439115,4.505487805,2.679878049,1.888211382
23,"Asik, Omer",-20.72449801,908.3318163,934,917,-0.022600325,0.990547237,1.018538713,0.498364231,0.482566417,0.994268579,8.836095965,12.6320198,3.77306434,2.792693566,1.954198473
12,"Amundson, Lou",-20.55793796,408.4385605,413,408,-0.050387103,1.001074903,1.012254902,0.490196078,0.486657058,0.994268579,8.609068627,12.13195747,3.333823529,2.973529412,2.117647059
207,"Henderson, Gerald",-20.33274357,672.7447749,693,697,-0.029171799,0.965200538,0.994261119,0.428981349,0.416924133,0.994268579,17.38163558,12.18297142,4.520229555,2.489239598,1.734576758
31,"Barnes, Harrison",-19.78825651,722.749289,747,744,-0.026597119,0.971437216,1.004032258,0.450268817,0.432702325,0.994268579,14.30725806,12.56400331,4.131989247,2.70094086,1.837365591
407,"Sims, Henry",-19.3137682,526.2695251,537,512,-0.037722204,1.027870166,1.048828125,0.498046875,0.483009281,0.994268579,11.03398438,13.06502428,4.408398437,2.571484375,1.681640625
149,"Faried, Kenneth",-19.30214827,847.7328273,881,851,-0.022681725,0.996160784,1.035252644,0.482961222,0.463802276,0.994268579,12.36886016,12.1818108,4.274618096,2.58319624,1.673325499
389,"Rondo, Rajon",-18.86707376,538.9390625,546,539,-0.035003847,0.999886943,1.012987013,0.448979592,0.434526386,0.994268579,16.0109462,12.94870982,4.331168831,2.928014842,2.432282004
217,"Holiday, Justin",-18.84168812,207.757471,202,218,-0.086429762,0.953015922,0.926605505,0.403669725,0.415685038,0.994268579,15.42477064,12.36713819,4.20412844,3.259174312,2.52293578
366,"Plumlee, Miles",-18.76637971,562.0215373,578,554,-0.033874332,1.014479309,1.0433213,0.503610108,0.493287163,0.994268579,8.163176895,12.72840456,3.131227437,2.727978339,1.78700361
465,"Wear, Travis",-18.7584576,236.0920426,232,232,-0.080855421,1.017638115,1,0.435344828,0.443971586,0.994268579,14.64008621,12.25060849,4.310344828,2.559482759,1.88362069
330,"Morrow, Anthony",-18.75670162,535.8098946,552,512,-0.036634183,1.0465037,1.078125,0.462890625,0.445618948,0.994268579,16.07773438,12.35757777,4.711132813,2.42421875,1.72265625
434,"Thomas, Isaiah",-18.52938141,423.7071309,430,445,-0.041639059,0.952150856,0.966292135,0.420224719,0.410037909,0.994268579,16.86853933,12.23824374,4.012134831,4.048988764,3.743820225
280,"Lillard, Damian",-18.28848974,843.850914,868,874,-0.020925045,0.965504478,0.993135011,0.450800915,0.433704871,0.994268579,15.35697941,12.97198043,3.999427918,3.604805492,3.153318078
135,"Dudley, Jared",-18.15128781,530.1854616,551,527,-0.034442671,1.006044519,1.045540797,0.470588235,0.460121154,0.994268579,12.92106262,11.86807357,3.668311195,2.251043643,1.442125237
206,"Haywood, Brendan",-18.10285067,57.61082145,43,58,-0.312118115,0.993290025,0.74137931,0.362068966,0.480371962,0.994268579,11.12068966,12.11118515,4.405172414,2.679310345,1.413793103
478,"Williams, Mo",-17.96506898,669.1160276,690,673,-0.02669401,0.994228867,1.02526003,0.453194651,0.430962043,0.994268579,16.39346211,13.00033586,4.713521545,3.374591382,2.882615156
211,"Hickson, JJ",-17.75269089,625.8322044,641,629,-0.028223674,0.994963759,1.019077901,0.473767886,0.465190528,0.994268579,11.99777424,11.75199659,4.326550079,3.032432432,2.141494436
409,"Sloan, Donald",-17.62690555,353.7460001,360,357,-0.049375086,0.990885154,1.008403361,0.450980392,0.442138599,0.994268579,15.02212885,13.89712115,4.248739496,3.622689076,3.305322129
197,"Harkless, Maurice",-17.32204319,205.4487739,201,206,-0.084087588,0.997324145,0.975728155,0.446601942,0.435562515,0.994268579,14.69174757,11.90944765,3.935436893,2.289805825,1.558252427
311,"Meeks, Jodie",-17.17055815,421.4954866,433,421,-0.040785174,1.001176928,1.028503563,0.425178147,0.423846531,0.994268579,16.98123515,11.91313796,4.154869359,2.166983373,1.491686461
40,"Beal, Bradley",-17.09284998,616.6066545,632,639,-0.026749374,0.964955641,0.989045383,0.439749609,0.41674775,0.994268579,16.45649452,12.50963555,3.924882629,3.07370892,2.469483568
112,"Daniels, Troy",-17.05669531,135.595755,129,139,-0.122710038,0.975509029,0.928057554,0.410071942,0.428385846,0.994268579,15.20359712,12.23124959,4.031654676,2.853956835,2.237410072
426,"Stuckey, Rodney",-16.91832904,540.7367781,558,556,-0.030428649,0.972548162,1.003597122,0.429856115,0.418611308,0.994268579,16.39208633,13.09281628,3.955935252,2.732553957,2.125899281
365,"Plumlee, Mason",-16.74943287,700.6918788,728,668,-0.025074001,1.048939938,1.089820359,0.517964072,0.500913382,0.994268579,9.184431138,12.47069766,3.687724551,2.545359281,1.601796407
382,"Ridnour, Luke",-16.68153908,199.1878888,197,206,-0.080978345,0.966931499,0.95631068,0.40776699,0.416607089,0.994268579,16.24805825,12.00306349,4.626699029,3.647087379,3.223300971
186,"Green, JaMychal",-16.37302577,59.706031,46,56,-0.29237546,1.066179125,0.821428571,0.375,0.482691273,0.994268579,13.475,11.08205276,4.671428571,2.080357143,0.892857143
410,"Smart, Marcus",-16.09552886,555.9003765,570,558,-0.028845034,0.996237234,1.021505376,0.437275986,0.426738394,0.994268579,16.82311828,11.81662146,4.346774194,3.110215054,2.672043011
178,"Gordon, Eric",-16.08735919,476.0114746,491,479,-0.033585301,0.993760907,1.025052192,0.455114823,0.439834364,0.994268579,15.58810021,12.87730388,4.375574113,2.768267223,2.181628392
253,"Jordan, Jerome",-15.73973315,148.5264729,143,150,-0.104931554,0.990176486,0.953333333,0.466666667,0.475294258,0.994268579,8.722,12.36494114,3.536666667,2.981333333,2.253333333
481,"Withey, Jeff",-15.65622952,118.8602792,110,120,-0.130468579,0.990502326,0.916666667,0.45,0.479460945,0.994268579,8.589166667,11.95369744,3.375833333,2.510833333,1.866666667
393,"Rudez, Damjan",-15.38083558,299.9168267,307,302,-0.050929919,0.993102075,1.016556291,0.450331126,0.434011364,0.994268579,15.86788079,12.27408865,4.337086093,2.541059603,1.778145695
296,"Martin, Kevin",-15.14975984,342.3789568,347,336,-0.045088571,1.018984991,1.032738095,0.449404762,0.440081119,0.994268579,16.81696429,12.82184872,4.719940476,2.534821429,1.755952381
61,"Brooks, Aaron",-15.14138696,573.5703433,596,624,-0.024265043,0.919183242,0.955128205,0.426282051,0.404314177,0.994268579,16.22115385,12.83455474,4.061698718,4.076602564,3.878205128
150,"Farmar, Jordan",-15.09855949,193.9547875,191,196,-0.077033467,0.989565242,0.974489796,0.418367347,0.426784123,0.994268579,15.79795918,12.58285024,3.836734694,3.076530612,2.586734694
158,"Fredette, Jimmer",-14.91960662,167.5451714,163,168,-0.088807182,0.997292687,0.970238095,0.446428571,0.444140189,0.994268579,14.31607143,13.42223884,4.089285714,3.108333333,2.761904762
293,"Marshall, Kendall",-14.87960645,124.9262183,117,127,-0.117162255,0.98367101,0.921259843,0.401574803,0.406861333,0.994268579,18.39370079,11.40426119,4.444094488,3.033858268,2.590551181
107,"Cunningham, Dante",-14.41348017,539.6309547,556,535,-0.026941084,1.00865599,1.039252336,0.46728972,0.457844833,0.994268579,12.74878505,12.27377991,4.042990654,2.706728972,2.080373832
120,"DeRozan, DeMar",-14.19928955,542.1945797,562,530,-0.026791112,1.023008641,1.060377358,0.467924528,0.446368165,0.994268579,15.42396226,12.30325667,4.639245283,2.140377358,1.41509434
367,"Pondexter, Quincy",-14.09308177,560.3127885,578,573,-0.024595256,0.97785827,1.008726003,0.446771379,0.428914169,0.994268579,15.11431065,12.42514551,4.134554974,3.061431065,2.371727749
163,"Garcia, Francisco",-13.8441641,66.22846839,56,66,-0.209760062,1.003461642,0.848484848,0.393939394,0.452382067,0.994268579,13.29545455,11.29766994,3.327272727,1.975757576,1.303030303
190,"Gutierrez, Jorge",-13.82464887,61.67724069,54,62,-0.222978208,0.994794205,0.870967742,0.387096774,0.426586831,0.994268579,15.88548387,11.72493897,4.158064516,3.206451613,2.596774194
16,"Anderson, Ryan",-13.81640847,579.4046751,599,592,-0.023338528,0.978724113,1.011824324,0.484797297,0.459934181,0.994268579,11.01452703,12.25053369,3.55472973,3.324155405,2.528716216
247,"Johnson, Wesley",-13.49113444,704.1304554,727,676,-0.019957299,1.0416131,1.075443787,0.473372781,0.459390473,0.994268579,14.36804734,12.56497307,4.363609467,2.479733728,1.708579882
306,"McGary, Mitch",-13.28487143,247.1628373,249,233,-0.057016616,1.06078471,1.068669528,0.502145923,0.496579885,0.994268579,10.57982833,12.86605111,3.695708155,2.582403433,1.746781116
392,"Rubio, Ricky",-13.22540907,239.5277962,236,236,-0.056039869,1.014948289,1,0.436440678,0.446050526,0.994268579,15.27584746,13.34191708,4.663983051,3.336864407,2.851694915
453,"Villanueva, Charlie",-12.95588408,271.326194,275,263,-0.049261917,1.031658532,1.045627376,0.47148289,0.4686723,0.994268579,12.60076046,12.9551043,4.342585551,2.709125475,1.980988593
317,"Miller, Mike",-12.8127178,229.7853255,231,225,-0.056945412,1.021268113,1.026666667,0.435555556,0.432506224,0.994268579,17.268,12.72863864,4.730666667,2.276888889,1.453333333
113,"Datome, Gigi",-12.55019726,57.65804827,48,56,-0.224110665,1.029608005,0.857142857,0.375,0.449727182,0.994268579,14.69285714,11.14102638,4.117857143,2.182142857,1.589285714
13,"Andersen, Chris",-12.54424864,448.9526416,462,427,-0.029377631,1.051411339,1.081967213,0.524590164,0.507622646,0.994268579,8.408196721,12.49809102,3.507494145,2.78969555,1.829039813
404,"Sessions, Ramon",-12.44651641,348.3450968,355,357,-0.034864192,0.975756574,0.994397759,0.442577031,0.425606613,0.994268579,16.14341737,13.25820677,4.01232493,3.573389356,3.369747899
448,"Udoh, Ekpe",-12.29281651,31.03565269,22,34,-0.361553427,0.912813314,0.647058824,0.323529412,0.445148005,0.994268579,9.561764706,12.6749629,3.520588235,3.2,2.5
270,"Larkin, Shane",-11.99571054,576.9318799,600,600,-0.019992851,0.961553133,1,0.435,0.416017565,0.994268579,16.156,12.04475345,3.799833333,3.440333333,2.958333333
319,"Mills, Patty",-11.9486132,225.2572024,230,239,-0.049994197,0.942498755,0.962343096,0.410041841,0.412343077,0.994268579,16.1916318,12.33186587,4.042259414,3.59748954,3.460251046
295,"Martin, Kenyon",-11.64885534,32.50226096,23,33,-0.352995616,0.984916999,0.696969697,0.333333333,0.46387845,0.994268579,12.46363636,14.8681436,4.572727273,3.275757576,2.909090909
174,"Goodwin, Archie",-11.61893283,184.9974162,180,182,-0.06384029,1.01646932,0.989010989,0.43956044,0.450613851,0.994268579,14.32747253,13.50901742,4.096153846,2.751648352,2.181318681
7,"Aldrich, Cole",-11.51765145,459.90214,474,453,-0.025425279,1.015236512,1.046357616,0.509933775,0.497262447,0.994268579,8.815231788,12.48410039,3.871743929,2.637748344,1.682119205
238,"Jennings, Brandon",-11.47234867,298.8938148,304,309,-0.037127342,0.967293899,0.98381877,0.436893204,0.424179436,0.994268579,15.76569579,12.49268987,4.298381877,3.112621359,2.715210356
340,"Nicholson, Andrew",-11.36361174,174.8750652,178,179,-0.063483864,0.976955672,0.994413408,0.452513966,0.444855969,0.994268579,12.14636872,12.32591423,4.031843575,2.675977654,1.798882682
24,"Augustin, D.J.",-11.32578196,571.2457952,593,583,-0.019426727,0.979838414,1.017152659,0.442538593,0.421171532,0.994268579,16.33790738,12.79850524,4.13670669,3.331046312,2.837049743
144,"Evans, Jeremy",-11.23537128,110.4954087,106,111,-0.101219561,0.995454132,0.954954955,0.45045045,0.462593219,0.994268579,11.20540541,13.09995455,4.06036036,2.596396396,1.918918919
143,"Ennis, Tyler",-11.15369123,111.2848098,107,121,-0.092179266,0.919709172,0.884297521,0.388429752,0.408246792,0.994268579,16.62561983,11.60199314,3.857024793,3.175206612,2.760330579
323,"Mohammed, Nazr",-11.12051529,53.7472329,45,55,-0.202191187,0.977222416,0.818181818,0.4,0.474562891,0.994268579,9.663636364,11.62904504,4.26,2.074545455,1.290909091
431,"Telfair, Sebastian",-11.05624434,88.77670204,82,88,-0.12563914,1.00882616,0.931818182,0.409090909,0.430430128,0.994268579,17.01363636,12.46016994,4.778409091,3.018181818,2.25
423,"Stockton, David",-10.88801077,19.33702179,10,21,-0.518476704,0.920810561,0.476190476,0.238095238,0.412118433,0.994268579,15.21428571,13.14493777,4.238095238,3.252380952,2.714285714
215,"Hinrich, Kirk",-10.8787632,502.497112,528,537,-0.020258404,0.935748812,0.983240223,0.432029795,0.415095297,0.994268579,15.44450652,12.95635411,3.664990689,3.278212291,2.832402235
91,"Clark, Earl",-10.63718405,42.56415718,35,39,-0.272748309,1.091388646,0.897435897,0.358974359,0.47049307,0.994268579,13.26666667,12.65246708,4.325641026,2.361538462,1.538461538
452,"Vasquez, Greivis",-10.19228115,573.7874865,598,577,-0.017664265,0.994432386,1.036395147,0.45407279,0.437839656,0.994268579,15.43067591,12.78018142,4.503986135,3.057538995,2.578856153
443,"Tolliver, Anthony",-10.18978492,514.9185894,543,519,-0.019633497,0.99213601,1.046242775,0.483622351,0.459217245,0.994268579,12.22427746,12.25333784,3.946050096,2.373410405,1.489402697
318,"Miller, Quincy",-9.9376734,35.6699721,28,39,-0.254812138,0.914614669,0.717948718,0.333333333,0.41937903,0.994268579,13.29487179,12.22307692,4.364102564,2.461538462,1.846153846
171,"Ginobili, Manu",-9.744740041,314.7747214,325,311,-0.031333569,1.012137368,1.045016077,0.440514469,0.432799747,0.994268579,15.7022508,12.1159555,4.514790997,2.711897106,2.167202572
204,"Hayes, Charles",-9.081321318,82.30521481,79,83,-0.10941351,0.991629094,0.951807229,0.445783133,0.472701294,0.994268579,10.13253012,13.34155107,3.118072289,2.556626506,1.879518072
337,"Neal, Gary",-8.956524895,332.3998957,345,331,-0.027058988,1.004229292,1.042296073,0.450151057,0.430567399,0.994268579,16.38519637,13.25264663,4.100906344,2.591238671,2.051359517
99,"Cooley, Jack",-8.59661836,31.22291099,25,31,-0.27731027,1.007190677,0.806451613,0.387096774,0.476947392,0.994268579,9.629032258,12.22737867,3.758064516,2.548387097,1.806451613
482,"Wolters, Nate",-8.466681917,68.29404049,64,69,-0.122705535,0.989768703,0.927536232,0.376811594,0.422088483,0.994268579,17.0942029,11.68327849,4.38115942,3.655072464,3.144927536
