,Defender,value_added_x,value_added_y,Shot_defenses,shot_worth_y,shot_worth_x
163,"Garcia, Francisco",-10.228468392215085,-0.15497679382144067,66.0,1.003461642306289,66.22846839221508
164,"Garnett, Kevin",-8.146172958953922,-0.03097404166902632,263.0,1.0385786044066694,273.146172958954
165,"Gasol, Marc",-92.3709927651035,-0.0969265401522597,953.0,1.0192770123453352,971.3709927651043
166,"Gasol, Pau",-35.69793345024561,-0.03167518496028891,1127.0,0.9731126295033242,1096.6979334502464
167,"Gay, Rudy",-14.26685113654977,-0.018220754963665094,783.0,1.0233293117963593,801.2668511365493
168,"Gee, Alonzo",-28.898249201274655,-0.16704190289754137,173.0,0.9936314982732637,171.8982492012746
169,"George, Paul",-3.567539564644088,-0.11891798548813627,30.0,0.9522513188214697,28.567539564644093
170,"Gibson, Taj",-49.94768014452307,-0.07410635036279387,674.0,0.9583793473954361,645.9476801445239
171,"Ginobili, Manu",10.22527860036862,0.03287870932594412,311.0,1.012137367844474,314.77472139963146
172,"Gobert, Rudy",-80.10480144842873,-0.08822114696963516,908.0,0.9791903099652305,889.1048014484293
173,"Gooden, Drew",-23.83015334278447,-0.07637869661148869,312.0,0.9962504914832835,310.83015334278446
174,"Goodwin, Archie",-4.997416182326307,-0.02745833067212257,182.0,1.0164693196831118,184.99741618232633
175,"Gordon, Aaron",-12.676491520373355,-0.04609633280135766,275.0,0.9951872418922668,273.67649152037336
176,"Gordon, Ben",3.3232528067076523,0.018990016038329442,175.0,0.9981528411045274,174.6767471932923
177,"Gordon, Drew",-0.6314421355577212,-0.02870191525262369,22.0,1.0287019152526238,22.631442135557723
178,"Gordon, Eric",14.988525400186816,0.03129128476030651,479.0,0.9937609073064998,476.0114745998134
179,"Gortat, Marcin",-76.8938135460082,-0.07093525234871606,1084.0,0.9869869128653204,1069.8938135460073
180,"Granger, Danny",11.585878675623151,0.06401037942333233,181.0,1.0133376868750101,183.41412132437682
181,"Grant, Jerami",-19.944035737192944,-0.04252459645456918,469.0,1.0084094578618188,472.94403573719296
182,"Green, Danny",-20.74139283083428,-0.025110645073649247,826.0,0.9924229937419303,819.7413928308345
183,"Green, Draymond",-101.39510683174076,-0.09327976709451773,1087.0,0.9378059860457583,1019.3951068317392
184,"Green, Erick",24.09084980077403,0.20948565044151332,115.0,0.9557317408628343,109.90915019922595
185,"Green, Gerald",29.39802272712188,0.06773737955558037,434.0,1.0036911918729912,435.6019772728782
186,"Green, JaMychal",-13.706030998584566,-0.24475055354615297,56.0,1.0661791249747246,59.70603099858457
187,"Green, Jeff",-26.47551414305706,-0.03288883744479138,805.0,1.0328888374447929,831.4755141430583
188,"Green, Willie",-24.91835296614082,-0.085925355055658,290.0,0.9893736309177285,286.91835296614124
189,"Griffin, Blake",5.047249259981792,0.00582823240182655,866.0,1.0034096428868564,868.9527507400176
190,"Gutierrez, Jorge",-7.677240690297721,-0.12382646274673743,62.0,0.9947942046822214,61.67724069029772
191,"Hairston, PJ",24.436758072315058,0.10624677422745678,230.0,1.019840182294282,234.56324192768483
192,"Hamilton, Jordan",-0.6317142422310871,-0.01662405900608124,38.0,1.0955714274271342,41.6317142422311
193,"Hamilton, Justin",-22.158533283280892,-0.06594801572405028,336.0,1.0361861109621453,348.1585332832808
194,"Hansbrough, Tyler",25.681156113103203,0.07153525379694485,359.0,1.0092446904927483,362.3188438868966
195,"Hardaway Jr., Tim",57.12787309718244,0.10559680794303593,541.0,1.012702637528313,547.8721269028174
196,"Harden, James",-67.97796357854897,-0.07000820141972088,971.0,1.0349927534279613,1004.9779635785503
197,"Harkless, Maurice",-4.448773873222119,-0.02159598967583553,206.0,0.9973241450156413,205.4487738732221
198,"Harris, Devin",-39.20939148724706,-0.07733607788411649,507.0,0.994495841197726,504.2093914872471
199,"Harris, Gary",16.56085777691861,0.06597951305545263,251.0,1.0097176980999258,253.43914222308138
200,"Harris, Joe",21.365216929446134,0.13027571298442764,164.0,1.0404559943326448,170.63478307055374
201,"Harris, Tobias",0.8904421104735851,0.0012000567526598183,742.0,1.0001476521422188,742.1095578895264
202,"Haslem, Udonis",37.70086586201822,0.10217036818975127,369.0,1.0116507700216308,373.2991341379818
203,"Hawes, Spencer",-25.090953084098455,-0.04464582399305775,562.0,1.0054999165197485,565.0909530840986
204,"Hayes, Charles",-3.305214811702742,-0.03982186520123785,83.0,0.9916290941169003,82.30521481170273
205,"Hayward, Gordon",-4.87660477976522,-0.008100672391636577,602.0,1.0213897089364863,614.8766047797648
206,"Haywood, Brendan",-14.610821453910116,-0.2519107147225882,58.0,0.9932900250674157,57.61082145391011
207,"Henderson, Gerald",20.255225109836253,0.029060581219277265,697.0,0.9652005378625022,672.744774890164
208,"Henry, Xavier",-1.8885821979944857,-0.07263777684594176,26.0,0.9957146999228648,25.888582197994484
209,"Henson, John",-72.91279204963895,-0.12996932629169153,561.0,1.046190360159784,586.9127920496388
210,"Hibbert, Roy",-81.06689467373043,-0.10261632237181068,790.0,0.9646416388275061,762.0668946737298
211,"Hickson, JJ",15.167795573862607,0.0241141424067768,629.0,0.9949637590240662,625.8322044261377
212,"Hill, George",-28.17307742508705,-0.06151326948708963,458.0,0.9654434004914574,442.17307742508746
213,"Hill, Jordan",52.66875651105449,0.06095920892483159,864.0,1.0096426429270207,872.3312434889458
214,"Hill, Solomon",12.110681703755267,0.015233561891516059,795.0,0.9747035450267229,774.8893182962447
215,"Hinrich, Kirk",25.502888019218126,0.047491411581411784,537.0,0.9357488118822757,502.49711198078205
216,"Holiday, Jrue",-2.9500348819469946,-0.0067198972253917875,439.0,1.0112757058814281,443.9500348819469
217,"Holiday, Justin",-5.757470992019843,-0.026410417394586435,218.0,0.9530159219817418,207.7574709920197
218,"Hollins, Ryan",14.70794334403988,0.06566046135732088,224.0,0.9388038243569647,210.2920566559601
219,"Hood, Rodney",29.678667928629075,0.08528352853054331,348.0,0.9664406094004914,336.321332071371
220,"Horford, Al",-66.52245698213213,-0.07508177988953965,886.0,1.0062330214245285,891.5224569821322
221,"Howard, Dwight",-26.051376865013424,-0.05934254411164789,439.0,1.032007692175428,453.05137686501286
222,"Hudson, Lester",-0.04188911129401296,-0.0022046900681059454,19.0,0.9495731111207373,18.041889111294008
223,"Hummel, Robbie",-5.971032180857379,-0.01957715469133567,305.0,1.0130197776421548,308.9710321808572
224,"Humphries, Kris",0.5210375107896441,0.0010097626178093878,516.0,0.9796103924209517,505.4789624892111
225,"Ibaka, Serge",-141.30179805303848,-0.14403853012542148,981.0,1.02884994704693,1009.3017980530383
226,"Iguodala, Andre",-17.74746942264897,-0.031977422383151294,555.0,0.981526971932702,544.7474694226496
227,"Ilyasova, Ersan",-3.990079923758782,-0.008692984583352466,459.0,1.065337864757645,488.990079923759
228,"Ingles, Joe",-2.3602829204964655,-0.005364279364764695,440.0,0.9985460975465824,439.3602829204963
229,"Irving, Kyrie",45.00894566013002,0.054556297769854566,825.0,1.006049762836206,829.9910543398698
230,"Jack, Jarrett",5.076212657694979,0.00647476104297829,784.0,0.996076259365184,780.9237873423042
231,"Jackson, Reggie",15.559722102862771,0.020025382371766758,777.0,1.0172976549512696,790.4402778971365
232,"James, Bernard",-17.25464086015461,-0.27830065903475176,62.0,0.9718490461315261,60.254640860154616
233,"James, LeBron",-31.524725273178536,-0.05881478595742264,536.0,1.0420237411813034,558.5247252731785
234,"Jefferson, Al",58.43152686922218,0.071783202542042,814.0,0.9626148318559931,783.5684731307783
235,"Jefferson, Cory",-16.463872918254744,-0.07802783373580448,211.0,1.0164164593282223,214.46387291825494
236,"Jefferson, Richard",-0.6058100668722639,-0.0013894726304409723,436.0,1.0220316744653042,445.60581006687266
237,"Jenkins, John",5.418386112289502,0.06772982640361877,80.0,1.0197701735963813,81.5816138877105
238,"Jennings, Brandon",5.106185242264935,0.016524871334190727,309.0,0.9672938988923467,298.89381475773513
239,"Jerebko, Jonas",-44.783959851463194,-0.09195884979766569,487.0,0.9913428333705603,482.78395985146284
240,"Jerrett, Grant",0.4390679949619629,0.027441749685122682,16.0,1.0975582503148773,17.560932005038037
241,"Johnson, Amir",5.390275467622276,0.0065815329274997265,819.0,0.9921974658514987,812.6097245323774
242,"Johnson, Chris",-25.474135235221215,-0.14984785432483066,170.0,1.0204360896189486,173.47413523522127
243,"Johnson, James",-28.735366495232377,-0.053811547743880854,534.0,0.9976317724629822,532.7353664952325
244,"Johnson, Joe",4.12586506260487,0.005523246402416158,747.0,1.0507016531959772,784.874134937395
245,"Johnson, Nick",-15.955549640257983,-0.1813130640938407,88.0,1.0108585186392955,88.95554964025801
246,"Johnson, Tyler",-15.74859751523992,-0.06968405980194654,226.0,0.9811884845807077,221.74859751523994
247,"Johnson, Wesley",22.86954463593347,0.03383068733126253,676.0,1.0416130996509874,704.1304553640674
248,"Jones, Dahntay",3.376359026097695,0.0888515533183604,38.0,1.0164116045763767,38.62364097390231
249,"Jones, James",41.99762595852506,0.20790903939863892,202.0,1.0198137328785888,206.00237404147492
250,"Jones, Perry",28.55455129573279,0.12150872891801187,235.0,1.0231721221458177,240.44544870426716
251,"Jones, Terrence",-47.44267618746137,-0.11058898878196124,429.0,1.0033628815558537,430.44267618746125
252,"Jordan, DeAndre",-36.92773327011577,-0.030544030827225618,1209.0,0.9982859663110981,1206.9277332701176
253,"Jordan, Jerome",-5.526472915046569,-0.03684315276697713,150.0,0.9901764861003107,148.5264729150466
254,"Joseph, Cory",-6.885053983606506,-0.013215074824580625,521.0,0.9364396429627765,487.88505398360655
255,"Kaman, Chris",2.564820803869046,0.00412350611554509,622.0,0.9958764938844535,619.4351791961301
256,"Kanter, Enes",65.00417783595894,0.07295642854765313,891.0,0.9786709564130639,871.99582216404
257,"Karasev, Sergey",17.453679028525954,0.10451304807500571,167.0,0.9972833591106237,166.54632097147416
258,"Kelly, Ryan",-25.199081411990427,-0.05662714924042793,445.0,1.0004473739595285,445.1990814119902
259,"Kidd-Gilchrist, Michael",6.080939152121628,0.012235290044510318,497.0,0.9756922753478435,484.91906084787826
260,"Kilpatrick, Sean",5.529770739212376,0.36865138261415836,15.0,1.0313486173858413,15.47022926078762
261,"Kirilenko, Andrei",0.42419660321343,0.04713295591260333,9.0,1.063978155198508,9.57580339678657
262,"Kirk, Alex",4.204416424288555,1.4014721414295181,3.0,1.2651945252371484,3.795583575711445
263,"Knight, Brandon",-3.883774587218657,-0.0067779661208004485,573.0,1.0032875647246415,574.8837745872196
264,"Korver, Kyle",-60.51579129770742,-0.0698796666255282,866.0,1.024845024593195,887.515791297707
265,"Koufos, Kosta",-31.888867768437887,-0.06252719170281938,510.0,0.9938997407224279,506.8888677684382
266,"Kuzmic, Ognjen",5.078460965816929,0.1336437096267613,38.0,0.9453036587942909,35.921539034183056
267,"LaVine, Zach",63.07760093330743,0.11183971796685714,564.0,1.0158198565012277,572.9223990666925
