,Shooter,value_added_x,value_added_y,Shot_taken,shot_worth_y,shot_worth_x
170,"Ginobili, Manu",-9.945027596947932,-0.01700004717426997,585.0,1.0238376540118763,598.9450275969476
171,"Gobert, Rudy",-5.224089717017759,-0.01232096631372113,424.0,1.2245851172571167,519.2240897170175
172,"Gooden, Drew",-17.265644027298737,-0.06347663245330418,272.0,0.9458295736297745,257.26564402729866
173,"Goodwin, Archie",-34.46218778053371,-0.1758274886761924,196.0,1.0431744274517023,204.46218778053367
174,"Gordon, Aaron",-27.773099912896566,-0.13482087336357557,206.0,1.0911315529752261,224.77309991289658
175,"Gordon, Ben",33.40042555104573,0.11438501901043058,292.0,0.8890396385238158,259.59957444895423
176,"Gordon, Drew",-5.322294347014479,-0.2801207551060252,19.0,1.1222260182639203,21.322294347014484
177,"Gordon, Eric",27.37953472687087,0.03968048511140706,690.0,0.9878557467726512,681.6204652731293
178,"Gortat, Marcin",54.99244953754089,0.07169810891465567,767.0,1.0625913304595305,815.0075504624598
179,"Granger, Danny",-8.144411909148861,-0.05187523509012013,157.0,1.0136586745805665,159.14441190914894
180,"Grant, Jerami",-70.67764551733082,-0.20427065178419312,346.0,1.0510914610327482,363.67764551733086
181,"Green, Danny",51.74852847426604,0.07059826531277767,733.0,1.0685558956694865,783.2514715257337
182,"Green, Draymond",-37.75963137462355,-0.05001275678758087,755.0,1.087098849502812,820.759631374623
183,"Green, Erick",-11.044094761020286,-0.06817342445074251,162.0,0.9076795972902485,147.04409476102026
184,"Green, Gerald",-1.1321907205934743,-0.0014916873789110332,759.0,1.0054442565488702,763.1321907205925
185,"Green, Jeff",-40.21355890266065,-0.041758628143988216,963.0,1.0012601857763865,964.2135589026603
186,"Green, Willie",-21.481337045571063,-0.07020044786134334,306.0,0.9786971798874871,299.481337045571
187,"Griffin, Blake",63.450580888798875,0.05570727031501218,1139.0,0.9574621765682185,1090.549419111201
188,"Gutierrez, Jorge",3.978764422505812,0.09704303469526371,41.0,0.9761276970120534,40.02123557749419
189,"Hairston, PJ",-49.92412711173319,-0.1869817494821468,267.0,1.0146971052873905,270.9241271117333
190,"Hamilton, Jordan",2.9651793290009385,0.08471940940002681,35.0,1.000994876314259,35.03482067099907
191,"Hamilton, Justin",-9.562810125717764,-0.05372365239167283,178.0,1.0649596074478531,189.56281012571785
192,"Hansbrough, Tyler",-5.585538281962972,-0.03469278436001846,161.0,1.084382225353807,174.5855382819629
193,"Hardaway Jr., Tim",-25.193416909241755,-0.03568472650034243,706.0,0.9832767944890111,694.1934169092418
194,"Harden, James",50.70593535110583,0.03516361674833969,1442.0,0.9898017091878575,1427.2940646488905
195,"Harkless, Maurice",-46.73104176033947,-0.2995579600021761,156.0,1.1713528317970479,182.73104176033945
196,"Harris, Devin",-2.8261650572750536,-0.005393444765792087,524.0,1.0225690172848763,535.8261650572751
197,"Harris, Gary",-72.43071662169851,-0.3337821042474586,217.0,1.0388512286714218,225.4307166216985
198,"Harris, Joe",-2.648791986599086,-0.022073266554992383,120.0,1.0804065998883254,129.64879198659906
199,"Harris, Tobias",34.170077626728556,0.036351146411413356,940.0,0.990244598269438,930.8299223732718
200,"Haslem, Udonis",-33.323660642921524,-0.1455181687463822,229.0,1.0363478630695264,237.32366064292157
201,"Hawes, Spencer",-43.66061712905861,-0.10571577997350752,413.0,1.0282339397798026,424.66061712905844
202,"Hayes, Charles",-4.285983245266785,-0.10204722012539966,42.0,1.054428172506352,44.285983245266785
203,"Hayward, Gordon",30.401383977414703,0.0281233894333161,1081.0,0.9691014024260722,1047.598616022584
204,"Haywood, Brendan",0.38515000763855844,0.013281034746157187,29.0,0.8832706893917739,25.614849992361442
205,"Henderson, Gerald",0.9638349015106149,0.0011379396712049763,847.0,0.9256625325838126,784.0361650984893
206,"Henry, Xavier",-6.0907539923703276,-0.46851953787464057,13.0,0.9300579994131021,12.090753992370328
207,"Henson, John",6.070961594660708,0.018068338079347344,336.0,1.1307411857301768,379.9290384053394
208,"Hibbert, Roy",6.59522661091432,0.009328467625055615,707.0,0.8845894955998381,625.4047733890856
209,"Hickson, JJ",-52.62566850080876,-0.11591556938504131,454.0,1.0762679922925305,488.62566850080884
210,"Hill, George",56.37108697749607,0.10556383329119114,534.0,0.9787058296301573,522.628913022504
211,"Hill, Jordan",2.8844364283881916,0.0037314830897648013,773.0,0.9212361753837145,712.1155635716113
212,"Hill, Solomon",-80.68350323586765,-0.1309797130452397,616.0,1.031953739019265,635.6835032358673
213,"Hinrich, Kirk",-25.44135692026535,-0.06730517703773901,378.0,0.9667760765086384,365.4413569202653
214,"Holiday, Jrue",32.76641449373313,0.06159100468746829,532.0,0.9290104990719303,494.23358550626693
215,"Holiday, Justin",-27.936958788726685,-0.11938871277233626,234.0,1.0467391401227633,244.93695878872663
216,"Hollins, Ryan",14.859648669986022,0.18121522768275636,82.0,1.1114676991465116,91.14035133001396
217,"Hood, Rodney",18.569759784017123,0.04965176412838803,374.0,0.9450006422887242,353.43024021598285
218,"Horford, Al",93.19502221773739,0.09738246835709236,957.0,0.9924816904725834,949.8049777822623
219,"Howard, Dwight",42.166225071743284,0.10411413597961305,405.0,1.0835401850080406,438.83377492825645
220,"Hudson, Lester",1.1491020403699097,0.08207871716927927,14.0,0.9893498542592923,13.850897959630093
221,"Hummel, Robbie",-6.265679373509232,-0.03774505646692308,166.0,1.0136486709247547,168.2656793735093
222,"Humphries, Kris",-20.7860794962595,-0.046710291002830334,445.0,0.9905305157219321,440.7860794962598
223,"Ibaka, Serge",46.14262910744003,0.05923315674896024,779.0,0.997249513340898,776.8573708925595
224,"Iguodala, Andre",-4.886726346480108,-0.010013783496885467,488.0,1.08993181628377,531.8867263464797
225,"Ilyasova, Ersan",0.08325234850314223,0.00015331924217889913,543.0,1.0900860914392199,591.9167476514964
226,"Ingles, Joe",9.771241447942145,0.02768057067405707,353.0,1.0148123471729686,358.2287585520579
227,"Irving, Kyrie",123.97081020033627,0.10203358864225208,1215.0,0.9613408969544563,1168.0291897996644
228,"Jack, Jarrett",47.25650424578486,0.05841347867216917,809.0,0.8748374483982875,707.7434957542146
229,"Jackson, Reggie",-3.839971233835569,-0.003870938743785856,992.0,0.9423790032599145,934.8399712338352
230,"James, Bernard",-8.158157855310941,-0.30215399464114595,27.0,1.1910428835300348,32.15815785531094
231,"James, LeBron",80.92050860323153,0.06417169595815347,1261.0,1.0024421026144077,1264.0794913967682
232,"Jefferson, Al",81.36401582764226,0.08079842683976392,1007.0,0.8804726754442471,886.6359841723569
233,"Jefferson, Cory",-13.490956106416462,-0.08703842649300943,155.0,1.016070684557526,157.49095610641652
234,"Jefferson, Richard",9.070080211693869,0.0280807436894547,323.0,1.067894488508688,344.9299197883063
235,"Jenkins, John",18.421318873954597,0.1860739280197434,99.0,1.0159462740004588,100.57868112604542
236,"Jennings, Brandon",-28.671489014969037,-0.053391972094914406,537.0,1.0012504450930522,537.671489014969
237,"Jerebko, Jonas",-11.490838670309653,-0.030560741144440566,376.0,1.0677947836976331,401.49083867031004
238,"Jerrett, Grant",-12.210063751627011,-0.4696178366010389,26.0,1.0465409135241157,27.210063751627008
239,"Johnson, Amir",67.04346545723863,0.13043475769890783,514.0,1.0504990944411703,539.9565345427616
240,"Johnson, Chris",-19.07925336700638,-0.12389125562991156,154.0,1.110904242642898,171.07925336700632
241,"Johnson, James",65.98098971652769,0.1649524742913192,400.0,1.0525475257086807,421.01901028347226
242,"Johnson, Joe",85.1952520653692,0.08443533405883964,1009.0,0.9155646659411598,923.8047479346302
243,"Johnson, Nick",-18.59891021749219,-0.24798546956656253,75.0,1.0079854695665624,75.59891021749218
244,"Johnson, Tyler",-6.189822289259934,-0.03820877956333293,162.0,0.9949989030201221,161.18982228925978
245,"Johnson, Wesley",-21.043379856003966,-0.03063082948472193,687.0,0.9869627072139796,678.043379856004
246,"Jones, Dahntay",-9.046565790512354,-0.4307888471672549,21.0,1.0022174185958266,21.046565790512357
247,"Jones, James",-7.04908138217467,-0.03507005662773468,201.0,1.0848213004088292,218.04908138217468
248,"Jones, Perry",-16.128016289676058,-0.08765226244389161,184.0,0.973521827661283,179.12801628967608
249,"Jones, Terrence",15.980148403176285,0.05380521347870803,297.0,1.0472048875313928,311.0198515968237
250,"Jordan, DeAndre",34.730874965635884,0.06653424322918752,522.0,1.3530059866558695,706.2691250343638
251,"Jordan, Jerome",-8.267025568366556,-0.09841697105198281,84.0,1.1936550662900784,100.26702556836659
252,"Joseph, Cory",43.281249373689285,0.10582212560804226,409.0,0.9406326421181189,384.7187506263106
253,"Kaman, Chris",45.38408658706878,0.08312103770525417,546.0,0.949845995261779,518.6159134129314
254,"Kanter, Enes",35.39968612785249,0.038519789040100644,919.0,1.0235041500240982,940.6003138721462
255,"Karasev, Sergey",-16.5297639371477,-0.12522548437233105,132.0,1.0646194237662707,140.52976393714775
256,"Kelly, Ryan",-48.83587312462681,-0.1585580296254117,308.0,0.9799866010539843,301.83587312462714
257,"Kidd-Gilchrist, Michael",-21.999239386406405,-0.046023513360682854,478.0,0.9790779066661225,467.99923938640654
258,"Kilpatrick, Sean",-5.234674761247501,-0.27550919796039475,19.0,1.1176144611182894,21.2346747612475
259,"Kirilenko, Andrei",-4.391742672686872,-1.097935668171718,4.0,1.097935668171718,4.391742672686872
260,"Kirk, Alex",-2.585674388361216,-0.646418597090304,4.0,1.146418597090304,4.585674388361216
261,"Knight, Brandon",-37.74823198777432,-0.043289256866713664,872.0,1.0272342109951538,895.748231987774
262,"Korver, Kyle",177.9537700688286,0.29758155529904445,598.0,1.0485722908548027,627.0462299311721
263,"Koufos, Kosta",-3.2571257709294033,-0.009200920256862722,354.0,1.03179979031336,365.2571257709294
264,"Kuzmic, Ognjen",4.183547919414198,0.3486289932845165,12.0,0.9847043400488169,11.816452080585803
265,"LaVine, Zach",-19.17631252001494,-0.028750093733155832,667.0,0.9657815779910272,644.1763125200151
266,"Lamb, Jeremy",2.850815843784413,0.011403263375137652,250.0,0.972596736624862,243.1491841562155
